"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Tomás Avilés","MIA","2025","CB","769","0.13","0.05","-0.05","0.17","-0.20","-0.04","0.06"
"","Duncan McGuire","ORL","2025","ST","428","-0.16","0.05","0.02","-0.18","0.40","-0.07","0.06"
"","Nicolas Fleuriau Chateau","VAN","2025","FB","18","0.00","-0.00","0.00","-0.01","0.04","0.03","0.06"
"","Derrick Williams","ATL","2025","CB","1258","-0.05","0.13","-0.55","0.12","0.24","0.16","0.05"
"","Griffin Dorsey","HOU","2025","FB","1826","0.11","0.06","-0.48","-1.16","1.13","0.38","0.05"
"","Philip Zinckernagel","CHI","2025","W","1554","0.05","-0.18","0.00","-0.17","-0.06","0.40","0.04"
"","Benji Kikanović","SJE","2025","FB","127","0.04","0.02","-0.03","-0.02","0.04","-0.02","0.04"
"","Álvaro Augusto","FCD","2025","CB","335","-0.00","0.02","0.32","-0.19","-0.06","-0.05","0.04"
"","Emeka Eneli","RSL","2025","DM","1317","0.18","0.08","0.17","0.03","-0.25","-0.17","0.04"
"","Markus Cimermancic","TOR","2025","FB","251","-0.07","0.00","0.30","-0.22","0.06","-0.04","0.03"
"","Taha Habroune","CLB","2025","AM","93","-0.04","-0.02","0.03","0.06","0.02","-0.01","0.03"
"","Belal Halbouni","VAN","2025","CB","37","0.02","0.00","-0.03","0.05","-0.01","-0.00","0.03"
"","Thomas Williams","ORL","2025","CB","17","-0.00","-0.01","0.06","-0.01","-0.00","-0.00","0.03"
"","Robin Jansson","ORL","2025","CB","1917","0.23","-0.36","0.34","0.29","-0.31","-0.16","0.03"
"","Eriq Zavaleta","LAG","2025","CB","144","0.01","0.01","0.11","-0.07","-0.01","-0.02","0.03"
"","Kevin O'Toole","NYC","2025","FB","885","-0.13","-0.02","0.30","0.01","-0.05","-0.07","0.03"
"","Mason Toye","SKC","2025","ST","115","0.02","-0.04","0.02","-0.02","-0.04","0.08","0.03"
"","Ian Smith","POR","2025","CB","465","0.03","0.08","-0.06","0.10","-0.10","-0.02","0.03"
"","Charles Sharp","TOR","2025","ST","126","-0.08","-0.01","-0.04","0.05","0.19","-0.08","0.02"
"","Osaze De Rosario","SEA","2025","ST","125","-0.01","-0.07","0.06","-0.01","0.10","-0.04","0.02"
"","Bret Halsey","CIN","2025","FB","37","0.04","0.00","0.02","-0.02","-0.01","-0.00","0.02"
"","Sunusi Ibrahim","MTL","2025","ST","113","-0.06","-0.03","-0.05","-0.10","0.19","0.08","0.02"
"","Anderson Julio","FCD","2025","W","1257","0.10","-0.18","-0.03","-0.44","0.64","-0.07","0.02"
"","Eric Klein","NER","2025","CM","3","-0.00","0.00","0.03","-0.01","-0.00","-0.00","0.02"
"","Brendan McSorley","STL","2025","ST","58","0.12","-0.00","-0.03","-0.01","-0.06","-0.00","0.02"
"","Mikkel Desler","ATX","2025","FB","497","-0.10","0.02","0.21","-0.16","-0.02","0.08","0.02"
"","Marcel Hartel","STL","2025","AM","2085","-0.33","-0.08","-0.16","0.71","-0.07","-0.04","0.02"
"","Tyger Smalls","CLT","2025","ST","190","0.20","-0.01","0.04","-0.01","-0.13","-0.07","0.02"
"","Pedro de la Vega","SEA","2025","W","805","-0.28","-0.05","0.31","-0.11","-0.02","0.17","0.02"
"","Paul Marie","SJE","2025","W","89","-0.03","0.00","-0.01","0.01","0.01","0.04","0.01"
"","Bryan Acosta","NSH","2025","DM","119","-0.00","0.00","0.06","0.02","-0.04","-0.03","0.01"
"","Stefan Chirila","CIN","2025","AM","11","0.06","-0.00","-0.01","-0.04","0.01","-0.00","0.01"
"","Jamar Ricketts","SJE","2025","FB","566","0.13","0.04","0.05","-0.21","-0.02","0.03","0.01"
"","Jack Neeley","CLT","2025","FB","7","-0.00","0.00","0.01","0.00","-0.00","-0.00","0.01"
"","Iuri Tavares","CLT","2025","DM","46","0.02","-0.01","0.01","-0.00","-0.03","0.02","0.01"
"","Ryan Sailor","MIA","2025","CB","12","-0.00","0.00","0.02","-0.01","-0.00","-0.00","0.01"
"","Jovan Lukić","PHI","2025","CM","1872","0.18","0.02","-0.00","0.01","-0.48","0.27","0.01"
"","Nemanja Radoja","SKC","2025","DM","837","0.00","-0.00","0.24","0.06","-0.20","-0.10","0.01"
"","David Ruiz","MIA","2025","CM","86","-0.04","0.00","0.00","-0.06","0.11","-0.01","0.01"
"","Derrick Jones","CLB","2025","W","9","0.00","-0.00","0.01","0.00","-0.01","-0.00","0.00"
"","Corey Baird","CIN","2025","AM","417","-0.08","0.19","-0.08","0.13","-0.11","-0.05","0.00"
"","Darren Yapi","COL","2025","ST","1010","-0.02","0.41","0.03","-0.55","0.34","-0.19","0.00"
"","Adam Saldana","LAFC","2025","DM","201","-0.03","0.01","0.22","-0.11","-0.06","-0.04","0.00"
"","Dominique Badji","DCU","2025","ST","648","0.09","-0.05","0.23","-0.61","0.41","-0.05","0.00"
"","Lewis Morgan","NYRB","2025","AM","165","0.06","-0.02","-0.02","-0.01","0.01","-0.02","0.00"
"","Carlos Harvey","MIN","2025","CB","1123","-0.30","0.13","-0.04","-0.08","0.28","0.02","-0.00"
"","Rasmus Alm","STL","2025","FB","11","-0.00","0.00","-0.01","-0.00","0.01","-0.00","-0.00"
"","Kenji Mboma Dem","CIN","2025","FB","10","-0.00","0.00","-0.01","0.01","-0.00","-0.00","-0.00"
"","Robin Lod","MIN","2025","CM","1611","0.16","-0.01","0.42","0.44","-0.72","-0.31","-0.01"
"","Diogo Gonçalves","RSL","2025","W","1379","0.14","-0.08","-0.18","0.36","-0.41","0.15","-0.01"
"","Paxton Pomykal","FCD","2025","CM","41","-0.02","0.00","0.00","0.02","-0.01","-0.01","-0.01"
"","Harold Osorio","CHI","2025","DM","6","-0.00","0.00","-0.00","-0.01","0.00","-0.00","-0.01"
"","Alex Harris","COL","2025","AM","5","-0.00","-0.00","-0.00","-0.00","-0.00","-0.00","-0.01"
"","Anthony Ramirez","FCD","2025","W","11","-0.00","0.02","-0.01","-0.02","-0.00","-0.01","-0.02"
"","Cody Baker","SEA","2025","FB","33","-0.00","0.00","-0.00","-0.00","-0.01","-0.00","-0.02"
"","Ramiro Enrique","ORL","2025","ST","836","-1.70","-0.09","0.06","-0.38","1.87","0.22","-0.02"
"","Alejandro Bedoya","PHI","2025","W","582","-0.06","-0.06","0.10","0.07","0.05","-0.13","-0.02"
"","Justin Ellis","ORL","2025","ST","8","0.00","-0.00","-0.00","0.00","-0.01","-0.01","-0.02"
"","Michael Sullivan","TOR","2025","CM","14","-0.00","0.00","-0.01","-0.00","-0.01","-0.00","-0.02"
"","Dave Romney","SJE","2025","CB","2027","0.02","0.19","-0.36","0.23","-0.13","0.03","-0.02"
"","Nykolas Sessock","ATL","2025","FB","5","-0.00","0.00","-0.00","-0.02","-0.00","-0.00","-0.02"
"","Anisse Saidi","SD","2025","CM","16","-0.00","0.00","-0.01","-0.01","-0.01","-0.00","-0.03"
"","Aaron Herrera","DCU","2025","FB","1515","0.01","0.06","-0.15","0.21","-0.24","0.08","-0.03"
"","Dominic Iankov","MTL","2025","CM","45","0.04","-0.00","-0.03","0.03","-0.05","-0.02","-0.03"
"","Samuel Sarver","FCD","2025","FB","8","0.00","-0.02","0.01","-0.02","-0.00","-0.00","-0.03"
"","Jackson Hopkins","DCU","2025","CM","123","0.06","0.00","0.03","-0.06","-0.03","-0.02","-0.03"
"","Jordan Morris","SEA","2025","ST","374","-0.10","-0.05","-0.16","-0.30","0.49","0.09","-0.03"
"","Rayan Elloumi","VAN","2025","W","15","-0.02","-0.00","0.01","-0.00","-0.01","-0.01","-0.03"
"","Joshua Torquato","FCD","2025","ST","11","0.00","-0.00","-0.01","0.00","-0.02","-0.01","-0.03"
"","Anderson Rosa","COL","2025","FB","43","-0.00","0.00","-0.04","0.02","-0.01","-0.01","-0.03"
"","Jayden Reid","STL","2025","FB","505","-0.03","-0.06","0.26","-0.04","-0.10","-0.06","-0.03"
"","Ryan Raposo","LAFC","2025","CM","13","-0.00","-0.00","-0.01","-0.01","-0.01","-0.00","-0.03"
"","Obed Vargas","SEA","2025","DM","1649","-0.04","0.09","0.31","-0.67","0.20","0.08","-0.03"
"","Harbor Miller","LAG","2025","FB","271","-0.09","0.05","0.08","-0.11","0.02","0.01","-0.03"
"","Justin Reynolds","CHI","2025","FB","118","0.02","0.00","0.05","-0.09","-0.00","-0.01","-0.04"
"","Tarik Scott","FCD","2025","FB","23","0.00","-0.00","-0.01","-0.00","-0.01","-0.01","-0.04"
"","David Vazquez","PHI","2025","W","24","0.02","-0.00","-0.03","0.00","-0.02","-0.01","-0.04"
"","Sal Olivas","PHI","2025","ST","32","0.02","-0.01","-0.01","0.00","-0.07","0.02","-0.04"
"","Ashley Westwood","CLT","2025","DM","2122","-0.21","0.14","0.19","0.23","-0.17","-0.22","-0.04"
"","Edward Davis","PHI","2025","ST","8","-0.02","-0.00","-0.00","0.00","-0.01","-0.01","-0.04"
"","Henry Wingo","TOR","2025","FB","309","-0.07","-0.23","0.40","-0.08","-0.02","-0.04","-0.04"
"","Jackson Castro","VAN","2025","CM","8","-0.02","0.00","-0.01","-0.01","-0.00","-0.00","-0.04"
"","Andy Batioja","HOU","2025","ST","14","0.00","-0.00","-0.00","-0.01","-0.02","-0.01","-0.04"
"","Colin Guske","ORL","2025","ST","22","0.01","-0.00","-0.01","-0.01","-0.03","-0.01","-0.04"
"","Hassani Dotson","MIN","2025","CM","401","-0.05","-0.02","0.03","0.10","-0.06","-0.04","-0.04"
"","Alan Carleton","NSH","2025","W","22","-0.01","-0.00","-0.00","-0.01","-0.01","-0.01","-0.05"
"","Bibi Karamoko","DCU","2025","ST","25","0.03","-0.00","-0.01","-0.01","-0.04","-0.02","-0.05"
"","Raheem Edwards","NYRB","2025","FB","828","-0.26","0.22","0.29","-0.04","-0.19","-0.07","-0.05"
"","Julian Gaines","NSH","2025","W","16","-0.01","-0.00","-0.00","-0.01","-0.02","-0.01","-0.05"
"","Nelson Pierre","VAN","2025","ST","19","0.00","-0.00","-0.00","0.00","-0.04","-0.01","-0.05"
"","Alvas Powell","CIN","2025","CB","527","-0.06","0.00","0.03","0.08","-0.11","-0.01","-0.05"
"","Kieran Chandler","MIN","2025","FB","68","-0.01","0.00","0.01","-0.04","-0.02","-0.01","-0.06"
"","Alisa Randell","MIN","2025","W","21","-0.03","-0.00","-0.01","-0.01","0.00","-0.01","-0.06"
"","Julian Hall","NYRB","2025","W","327","0.08","-0.02","-0.11","-0.09","-0.02","0.11","-0.06"
"","Kye Rowles","DCU","2025","CB","1767","-0.12","0.17","0.05","0.15","-0.20","-0.10","-0.06"
"","Célio Pompeu","STL","2025","W","1118","0.54","-0.05","0.04","-0.03","-0.54","-0.02","-0.06"
"","Erik Sviatchenko","HOU","2025","CB","682","-0.12","0.06","0.02","-0.03","-0.08","0.08","-0.06"
"","Gerardo Valenzuela","CIN","2025","AM","567","-0.43","0.04","-0.08","-0.34","0.42","0.33","-0.06"
"","Zakaria Taifi","ORL","2025","W","27","-0.01","-0.04","0.03","-0.01","-0.02","-0.01","-0.06"
"","Loïc Mesanvi","MIN","2025","ST","26","-0.01","-0.00","-0.02","-0.00","-0.02","-0.01","-0.06"
"","Jaziel Orozco","STL","2025","FB","103","0.05","-0.01","-0.21","0.02","0.05","0.04","-0.06"
"","Bill Tuiloma","CLT","2025","CB","90","0.00","0.01","-0.13","-0.02","0.04","0.03","-0.07"
"","Gavin Turner","DCU","2025","W","26","-0.03","-0.00","-0.01","-0.04","-0.01","0.02","-0.07"
"","Édier Ocampo","VAN","2025","FB","1396","-0.03","0.03","-0.10","-0.73","0.44","0.31","-0.07"
"","Nick Fernandez","SJE","2025","CM","127","-0.01","0.01","-0.01","-0.05","-0.04","0.03","-0.07"
"","Tomas Totland","STL","2025","FB","746","-0.53","0.04","-0.15","0.36","0.24","-0.04","-0.07"
"","Tyson Pearce","STL","2025","CM","35","-0.02","0.00","-0.00","-0.02","-0.01","-0.01","-0.07"
"","Carlos Terán","CHI","2025","CB","323","-0.11","-0.03","0.16","0.01","-0.05","-0.05","-0.07"
"","Dominik Chong Qui","ATL","2025","FB","70","-0.04","0.01","-0.01","-0.01","-0.01","-0.01","-0.07"
"","Mykhi Joyner","STL","2025","W","117","-0.00","0.00","-0.05","-0.02","-0.04","0.03","-0.08"
"","CJ Fodrey","ATX","2025","ST","160","0.03","-0.03","-0.03","0.00","-0.06","0.02","-0.08"
"","Luke Brennan","ATL","2025","ST","30","-0.02","-0.01","0.02","-0.02","-0.02","-0.02","-0.08"
"","Ryan Kent","SEA","2025","W","569","0.31","-0.05","0.16","0.02","-0.32","-0.20","-0.08"
"","Ousman Jabang","MTL","2025","CB","91","-0.01","0.03","-0.03","-0.05","-0.02","-0.01","-0.08"
"","Odin Thiago Holm","LAFC","2025","CM","115","0.05","-0.01","0.08","-0.02","-0.13","-0.06","-0.08"
"","Kyle Duncan","NYRB","2025","FB","1057","-0.11","0.03","0.17","0.02","-0.08","-0.12","-0.08"
"","Paul Arriola","SEA","2025","W","84","0.02","-0.02","-0.03","-0.04","-0.01","0.00","-0.08"
"","Santiago Morales","MIA","2025","W","31","-0.02","-0.00","-0.01","-0.02","-0.02","-0.02","-0.09"
"","Tristan Brown","CLB","2025","FB","57","-0.02","0.00","-0.03","-0.08","0.01","0.03","-0.09"
"","Derek Dodson","DCU","2025","FB","343","0.21","0.01","-0.14","-0.13","-0.01","-0.03","-0.09"
"","Zane Monlouis","TOR","2025","CB","566","0.03","0.06","0.04","-0.03","-0.12","-0.06","-0.09"
"","Alfredo Morales","STL","2025","CM","800","-0.29","-0.03","0.21","0.40","-0.18","-0.19","-0.09"
"","Johnny Selemani","VAN","2025","W","33","-0.03","-0.00","-0.02","-0.03","-0.01","0.01","-0.09"
"","Andrew Brody","SKC","2025","FB","390","0.12","0.02","0.00","-0.19","-0.04","-0.01","-0.10"
"","Damir Kreilach","VAN","2025","W","39","-0.01","-0.00","-0.01","-0.02","-0.03","-0.02","-0.10"
"","Reid Roberts","SJE","2025","CB","335","-0.06","-0.00","-0.01","0.00","0.00","-0.03","-0.10"
"","Djibril Diani","CLT","2025","CM","498","0.12","-0.05","0.15","-0.18","-0.10","-0.04","-0.10"
"","Kimani Stewart-Baynes","COL","2025","CM","42","-0.01","-0.01","-0.01","-0.04","-0.02","-0.02","-0.10"
"","Teal Bunbury","NSH","2025","ST","187","-0.71","-0.01","0.01","-0.14","0.78","-0.03","-0.10"
"","Alonso Coello","TOR","2025","DM","1232","-0.09","-0.00","0.16","0.21","-0.25","-0.13","-0.11"
"","Fidel Barajas","DCU","2025","W","50","-0.09","0.00","-0.01","0.02","-0.00","-0.03","-0.11"
"","Pablo Ruiz","RSL","2025","DM","783","-0.25","-0.04","-0.10","0.53","-0.25","0.01","-0.11"
"","Mauricio Cuevas","LAG","2025","FB","341","-0.25","0.02","-0.08","0.08","0.17","-0.05","-0.11"
"","Peglow","DCU","2025","W","1005","-0.01","0.14","0.25","-0.16","-0.18","-0.16","-0.11"
"","Luis Suárez","MIA","2025","ST","1301","-0.10","-0.09","-0.04","0.38","-0.14","-0.13","-0.11"
"","Toyosi Olusanya","HOU","2025","ST","63","-0.04","0.02","0.00","-0.03","-0.05","-0.02","-0.11"
"","Kobi Henry","RSL","2025","FB","58","-0.10","0.00","-0.03","0.00","0.03","-0.02","-0.11"
"","Lachlan Brook","RSL","2025","W","133","0.06","-0.01","-0.04","-0.02","-0.10","0.00","-0.11"
"","Owen Wolff","ATX","2025","CM","1717","0.21","-0.09","0.57","0.83","-1.15","-0.49","-0.12"
"","Mikael Uhre","PHI","2025","ST","966","0.18","0.16","0.05","-0.79","0.14","0.15","-0.12"
"","Erik Thommy","SKC","2025","W","1147","-0.08","0.02","0.22","-0.23","-0.22","0.17","-0.12"
"","Daniel Munie","SJE","2025","CB","1260","0.13","0.09","-0.35","-0.29","0.22","0.08","-0.12"
"","Sebastian Lletget","FCD","2025","DM","903","-0.18","0.03","-0.14","-0.30","0.28","0.18","-0.13"
"","Philip Quinton","RSL","2025","CB","798","-0.05","0.08","-0.02","-0.07","-0.00","-0.06","-0.13"
"","Rubén Ramos Jr.","LAG","2025","CM","73","-0.02","-0.00","-0.04","-0.05","-0.02","0.00","-0.13"
"","Omar Valencia","NYRB","2025","FB","1265","-0.19","0.07","0.35","-0.15","-0.09","-0.14","-0.13"
"","Will Sands","NER","2025","FB","374","-0.05","0.07","0.00","-0.16","0.03","-0.03","-0.14"
"","Tadeo Allende","MIA","2025","W","1113","-0.23","-0.09","-0.07","-0.54","0.57","0.21","-0.14"
"","Ilay Feingold","NER","2025","FB","1524","0.34","0.06","-0.30","-0.42","0.20","-0.02","-0.14"
"","Malik Henry","TOR","2025","CM","37","0.03","0.01","-0.09","-0.06","-0.02","-0.01","-0.14"
"","Leo Afonso","MIA","2025","W","98","-0.07","-0.01","-0.03","-0.09","0.06","-0.00","-0.14"
"","Aiden Hezarkhani","RSL","2025","W","75","0.01","-0.01","-0.04","-0.05","-0.05","-0.01","-0.14"
"","Noel Buck","NER, SJE","2025","CM","72","-0.01","-0.00","-0.06","-0.04","-0.01","-0.02","-0.14"
"","Tsiki Ntsabeleng","FCD","2025","CM","415","0.16","0.00","-0.26","-0.08","0.01","0.03","-0.14"
"","Gastón Brugman","NSH","2025","DM","694","-0.02","-0.00","-0.01","0.17","-0.15","-0.12","-0.14"
"","Érik Dueñas","HOU","2025","CM","198","-0.10","-0.03","-0.02","0.12","-0.12","0.01","-0.15"
"","Nick Lima","SJE","2025","FB","432","-0.06","-0.00","-0.08","0.03","-0.06","0.03","-0.15"
"","Adrian Wibowo","LAFC","2025","W","36","-0.02","-0.07","-0.01","0.02","-0.04","-0.02","-0.15"
"","DeJuan Jones","CLB, SJE","2025","FB","1062","-0.02","0.04","-0.13","-0.01","0.09","-0.12","-0.15"
"","Christopher Cupps","CHI","2025","CB","225","-0.04","-0.04","-0.01","0.01","-0.05","-0.02","-0.15"
"","Danny Leyva","SEA","2025","CM","399","-0.05","0.04","0.02","-0.07","-0.03","-0.06","-0.16"
"","Júnior Urso","HOU","2025","DM","544","0.17","-0.01","-0.08","-0.47","0.21","0.02","-0.16"
"","Conner Antley","DCU","2025","FB","750","0.04","0.03","-0.11","-0.42","0.25","0.05","-0.16"
"","Léo Chú","FCD","2025","W","233","-0.46","-0.04","-0.03","-0.06","0.42","0.00","-0.16"
"","Ian Fray","MIA","2025","FB","763","-0.21","0.05","0.27","-0.16","-0.11","0.00","-0.16"
"","Alex Mighten","SD","2025","W","937","-0.27","0.29","-0.16","0.06","-0.14","0.05","-0.16"
"","Manu Duah","SD","2025","DM","61","-0.03","0.01","-0.02","-0.11","-0.00","-0.01","-0.16"
"","Marcus Ingvartsen","SD","2025","ST","410","-0.36","-0.02","-0.02","-0.27","0.53","-0.02","-0.16"
"","Kwadwo Opoku","MTL","2025","W","217","-0.01","-0.02","0.02","-0.07","-0.05","-0.03","-0.16"
"","Matthew Corcoran","NSH","2025","CM","248","0.06","-0.05","-0.04","-0.01","-0.07","-0.06","-0.16"
"","Cesar Ruvalcaba","CLB","2025","CB","283","0.10","0.03","-0.14","-0.23","-0.00","0.08","-0.17"
"","Ian Murphy","COL","2025","CB","924","-0.10","0.04","0.35","-0.08","-0.25","-0.14","-0.17"
"","Seymour Reid","NYC","2025","ST","60","-0.05","-0.00","-0.02","0.01","-0.06","-0.04","-0.17"
"","Maximo Carrizo","NYC","2025","AM","82","-0.10","0.01","-0.00","-0.04","-0.03","-0.00","-0.17"
"","Santiago Muñoz","SKC","2025","ST","295","-0.46","-0.03","-0.07","-0.07","0.38","0.07","-0.17"
"","Cayman Togashi","ATL","2025","AM","78","-0.04","0.00","-0.00","-0.06","-0.03","-0.04","-0.17"
"","Edwin Mosquera","ATL","2025","W","221","0.21","-0.03","-0.14","-0.12","-0.08","-0.02","-0.18"
"","Morris Duggan","MIN","2025","CB","767","-0.14","0.03","0.11","-0.13","0.00","-0.07","-0.18"
"","Dario Zuparic","POR","2025","CB","651","0.09","0.04","-0.13","-0.10","-0.05","-0.02","-0.18"
"","Rodrigo Schlegel","ORL","2025","CB","1780","-0.03","0.13","-0.05","0.16","-0.26","-0.14","-0.19"
"","Liam Mackenzie","VAN","2025","W","69","-0.06","-0.01","-0.01","-0.02","-0.06","-0.04","-0.19"
"","Zanka","LAG","2025","CB","1025","-0.57","0.08","0.12","0.20","-0.01","-0.01","-0.19"
"","Jon Bell","SEA","2025","CB","917","0.06","-0.15","-0.13","0.47","-0.31","-0.13","-0.19"
"","Xande Silva","STL, ATL","2025","W","520","0.05","-0.07","-0.18","0.08","-0.15","0.08","-0.20"
"","Lassi Lappalainen","CLB","2025","FB","234","0.02","0.00","-0.38","0.06","0.06","0.03","-0.20"
"","Jeremy Rafanello","PHI","2025","CM","197","-0.03","0.04","-0.08","0.01","-0.10","-0.05","-0.20"
"","Jalen Neal","MTL","2025","CB","706","0.05","0.06","-0.16","-0.20","0.05","-0.01","-0.20"
"","Wayne Frederick","COL","2025","CM","273","-0.02","0.02","0.03","-0.13","-0.05","-0.06","-0.21"
"","Noel Caliskan","RSL","2025","FB","926","-0.00","0.02","0.14","0.03","-0.27","-0.12","-0.21"
"","Eduard Löwen","STL","2025","CM","502","-0.06","0.02","0.01","0.01","-0.17","-0.02","-0.21"
"","Nicolás Rodríguez","ORL","2025","W","63","-0.02","-0.01","-0.04","-0.06","-0.05","-0.03","-0.21"
"","Chris Applewhite","NSH","2025","CB","221","-0.02","0.03","-0.24","0.08","-0.05","-0.02","-0.22"
"","Kristian Fletcher","DCU","2025","ST","102","-0.05","-0.02","-0.04","0.01","-0.11","-0.01","-0.22"
"","Nicolás Dubersarsky","ATX","2025","CM","311","0.01","-0.24","0.11","-0.05","-0.01","-0.03","-0.22"
"","Joaquín Fernández","SKC","2025","CB","1106","0.07","0.11","-0.42","0.15","-0.12","-0.02","-0.22"
"","Tyler Wolff","RSL","2025","W","355","-0.01","0.05","0.08","-0.04","-0.24","-0.06","-0.22"
"","Max Floriani","SJE","2025","CB","593","-0.01","0.04","-0.00","-0.04","-0.14","-0.07","-0.22"
"","Monsef Bakrar","NYC","2025","ST","664","-0.61","-0.11","0.08","-0.26","0.53","0.14","-0.23"
"","Kevin Long","TOR","2025","CB","1428","0.04","-0.01","0.21","-0.23","-0.13","-0.10","-0.23"
"","Keegan Hughes","NER","2025","CB","222","-0.03","-0.04","0.04","0.05","-0.17","-0.08","-0.24"
"","Markus Anderson","PHI","2025","ST","118","-0.09","-0.01","-0.07","-0.00","-0.03","-0.03","-0.24"
"","Julián Aude","LAG","2025","FB","956","0.05","0.18","0.06","-0.21","-0.22","-0.09","-0.24"
"","Zavier Gozo","RSL","2025","AM","1129","-0.38","-0.19","-0.02","-0.34","0.46","0.23","-0.24"
"","Ralph Priso","VAN","2025","DM","818","0.06","-0.03","0.11","-0.01","-0.22","-0.15","-0.24"
"","Ondrej Lingr","HOU","2025","W","995","-0.39","-0.05","-0.16","-0.15","0.33","0.17","-0.24"
"","Olivier Mbaizo","PHI","2025","FB","269","-0.15","0.01","-0.14","0.11","-0.04","-0.03","-0.24"
"","Marcelo Weigandt","MIA","2025","FB","739","-0.10","0.03","0.01","-0.15","-0.08","0.04","-0.24"
"","Sigurd Rosted","TOR","2025","CB","1571","-0.09","0.18","-0.29","-0.08","0.03","-0.00","-0.25"
"","Kamal Miller","POR","2025","CB","1327","0.14","-0.05","-0.75","0.64","-0.19","-0.04","-0.25"
"","João Paulo","SEA","2025","CM","405","-0.26","-0.24","0.35","0.05","-0.11","-0.05","-0.25"
"","Jake Girdwood-Reich","STL","2025","CM","436","-0.14","-0.02","0.25","-0.12","-0.14","-0.09","-0.26"
"","Sean Nealis","NYRB","2025","CB","1409","0.14","-0.17","0.34","-0.32","-0.13","-0.11","-0.26"
"","Leonardo Campana","NER","2025","ST","926","-0.31","-0.17","0.14","0.20","-0.22","0.10","-0.26"
"","Teenage Hadebe","CIN","2025","CB","742","-0.08","-0.19","0.23","-0.08","-0.09","-0.04","-0.26"
"","Tucker Lepley","LAG","2025","CM","453","0.15","0.06","-0.02","-0.56","0.05","0.06","-0.27"
"","Ariel Lassiter","POR","2025","W","284","0.01","0.00","0.01","-0.08","-0.13","-0.07","-0.27"
"","William Reilly","ATL","2025","DM","362","-0.06","-0.01","0.07","-0.07","-0.11","-0.09","-0.27"
"","Dominik Marczuk","RSL","2025","W","949","-0.15","-0.09","0.32","0.17","-0.43","-0.09","-0.27"
"","Michael Edwards","COL","2025","CB","35","-0.00","0.00","-0.23","-0.02","-0.01","-0.00","-0.27"
"","Julian Gressel","MIN","2025","FB","682","-0.01","0.00","-0.16","-0.10","-0.02","0.01","-0.27"
"","DJ Taylor","MIN","2025","FB","217","-0.00","-0.00","-0.18","0.09","-0.12","-0.05","-0.27"
"","Luca Petrasso","MTL","2025","FB","1940","-0.14","0.15","-0.05","-0.03","-0.13","-0.07","-0.27"
"","Mitja Ilenic","NYC","2025","FB","1084","-0.03","0.03","-0.27","-0.10","-0.04","0.15","-0.27"
"","Robert Taylor","ATX, MIA","2025","W","396","-0.42","-0.03","-0.05","-0.11","0.20","0.14","-0.27"
"","Sam Junqua","RSL","2025","CB","1298","0.07","0.16","-0.49","-0.12","0.13","-0.03","-0.27"
"","Ahmed Qasem","NSH","2025","W","995","-0.10","0.07","-0.12","-0.49","0.45","-0.08","-0.27"
"","Pavel Bucha","CIN","2025","CM","1922","0.22","0.01","0.37","-0.66","-0.18","-0.04","-0.28"
"","Devin Padelford","MIN","2025","CB","123","-0.02","0.01","-0.20","-0.04","-0.02","-0.02","-0.28"
"","Maximiliano Urruti","NER","2025","ST","680","0.09","-0.13","-0.03","-0.44","0.21","0.00","-0.29"
"","Timothy Tillman","LAFC","2025","CM","1392","0.09","0.00","0.09","-0.33","-0.14","-0.01","-0.29"
"","Alejandro Alvarado Jr.","SD","2025","CM","566","-0.22","0.18","-0.04","-0.10","-0.07","-0.05","-0.30"
"","Isaiah Parente","LAG","2025","DM","968","-0.04","0.00","-0.11","-0.13","0.01","-0.03","-0.30"
"","Samuel Shashoua","MIN","2025","DM","133","-0.14","0.01","-0.07","-0.10","-0.01","0.01","-0.30"
"","Finn Surman","POR","2025","CB","1782","-0.02","0.14","-0.25","-0.02","-0.03","-0.12","-0.30"
"","Aiden O'Neill","NYC","2025","DM","560","-0.07","-0.01","-0.03","0.04","-0.14","-0.08","-0.30"
"","Rafael Santos","ORL","2025","FB","703","-0.05","0.00","-0.30","0.14","-0.10","-0.00","-0.30"
"","Andrés Reyes","SD","2025","CB","43","0.00","-0.30","-0.00","0.01","-0.01","-0.00","-0.30"
"","Peter Stroud","NYRB","2025","CM","1427","-0.07","0.15","-0.10","0.03","-0.19","-0.12","-0.31"
"","Strahinja Tanasijević","NYC","2025","CB","454","0.02","0.04","-0.33","0.11","-0.10","-0.05","-0.31"
"","Giuseppe Bovalina","VAN","2025","FB","141","-0.18","0.00","-0.08","-0.21","0.08","0.08","-0.31"
"","Cristhian Paredes","POR","2025","DM","525","-0.11","-0.08","0.22","-0.08","-0.17","-0.10","-0.32"
"","Frankie Amaya","LAFC","2025","CM","342","-0.20","-0.01","0.11","-0.18","-0.03","-0.02","-0.32"
"","Eric Miller","POR","2025","FB","384","0.05","0.01","-0.05","-0.33","0.03","-0.05","-0.33"
"","Jakob Glesnes","PHI","2025","CB","1842","-0.03","-0.21","-0.34","0.24","-0.06","0.06","-0.33"
"","Show","FCD","2025","CM","333","0.00","-0.01","-0.09","-0.12","-0.07","-0.06","-0.34"
"","Omar González","CHI","2025","CB","407","0.05","0.01","-0.31","0.06","-0.09","-0.05","-0.34"
